"Select(selcol)
勾選","Return ID(breturnflag)
退貨單號","Business type(cbustype)
業務類型","Sales type(cstname)
銷售類型","Delivery Note No(cdlcode)
送貨單號","Shipment date(ddate)
送貨日期","Currency(cexch_name)
幣別","Exchange rate(iexchrate)
匯率","Customer name(ccusname)
客戶全名","Ship-to Address(cshipaddress)
收貨地址","Contact tel(ccusphone)
公司電話","Contact(ccusperson)
聯繫人（訂購人）","Sales department(cdepname)
銷售部門","Clerk(cpersonname)
業務員","Payment Terms(cpayname)
支付方式","Prepared by(cmaker)
建單人","Approved by(cverifier)
審核人","Table body order No(bodysocode)
銷售訂單號","Warehouse(cwhname)
倉庫名稱","Inventory Code(cinvcode)
存貨編號","Stock Code(cinvaddcode)
 產品附加編碼","Inventory name(cinvname)
存貨名稱","Specification(cinvstd)
存貨規格","Qty(iquantity)
送貨數量","Quotation(iquotedprice)
標準單價","Unit Price Incl Tax(itaxunitprice)
含稅單價","Unit Price Excl Tax(iunitprice)
未稅單價","Amount tax exclusive(imoney)
 未稅總金額","Tax(itax)
稅金","Total Amt(isum)
 含稅總金額","Tax rate (%)(bodytaxrate)
稅率","Discount rate (%)(kl)
折扣率（%）
","Discount rate 2 (%)(kl2)
折扣百分比","Discount amount(idiscount)
折扣金額","Memo(cmemo)
從大發分公司ERP 系統下載的訂單","DefineItem1(cdefine1)
收件人+手機號
（目前用友系統，key 單時, 沒有獨立的收件人手機號欄位。","Voucher headUser-defined item2(cdefine2)
客戶編號（自定義欄位2）","Voucher headUser-defined item3(cdefine3)
是否開立發票 （自定義欄位3）","Voucher headUser-defined item4(cdefine4)
自定義欄位4","Voucher headUser-defined item9(cdefine9)
識別號（用於區分這個訂單是由哪個業務單位負責）","So Hoa Don(cdefine13)
客戶發票名稱","Export Times(ioutgolden)
 出貨次數","Qty not issued(WCSL)
未出庫數量","Un-billed Quantity(WKSL)
 未開票數量","Un-billed Amount(WKJE)
未開票金額","Un-Received Amount(WSKYB)
未收款金額","Un-Received Amount In Local Currency(WSKBB)
未收款金額（本幣）","Customer's Privilege Code Of Classfiction(caccode)
客戶優惠分類代碼","Customer's Privilege Of Classfiction(cacname)
客戶優惠分類名稱"
,No,General sales,大發嚴選/ DP Choice,0000181291,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,S? M1-M2-M3- ???NG ??NG KH?I- KHU 2 - PH??NG B?NH D??NG - TP.HCM,02838634833-35,A C??NG,Chi nh?nh HCM,Nguy?n T.Song Tuy?t,n/60,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157910,TH?NH PH?M N?I ??A,4901139,,B?nh h?nh (5 c?i/t?i - 16 t?i/th?ng),16 t?i/th?ng,20,35000,35000,32407.4075,648148.15,51851.85,700000,8,100,100,0,,?. T?ng-0389 233 968,3700341674-001,C? Ho? ??n,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,20,20,700000,700000,700000,,
,No,General sales,大發嚴選/ DP Choice,0000181291,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,S? M1-M2-M3- ???NG ??NG KH?I- KHU 2 - PH??NG B?NH D??NG - TP.HCM,02838634833-35,A C??NG,Chi nh?nh HCM,Nguy?n T.Song Tuy?t,n/60,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157910,TH?NH PH?M N?I ??A,4901342,,Ho?nh th?nh th?t 20 c?i/t?i,20 c?i/t?i,20,49000,49000,45370.3705,907407.41,72592.59,980000,8,100,100,0,,?. T?ng-0389 233 968,3700341674-001,C? Ho? ??n,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,20,20,980000,980000,980000,,
,No,General sales,大發嚴選/ DP Choice,0000181291,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,S? M1-M2-M3- ???NG ??NG KH?I- KHU 2 - PH??NG B?NH D??NG - TP.HCM,02838634833-35,A C??NG,Chi nh?nh HCM,Nguy?n T.Song Tuy?t,n/60,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157910,TH?NH PH?M N?I ??A,4901335,,S?i C?o B?p C?i 20c?i/t?i,20c?i/t?i,20,49000,49000,45370.3705,907407.41,72592.59,980000,8,100,100,0,,?. T?ng-0389 233 968,3700341674-001,C? Ho? ??n,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,20,20,980000,980000,980000,,
,No,General sales,大發嚴選/ DP Choice,0000181291,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,S? M1-M2-M3- ???NG ??NG KH?I- KHU 2 - PH??NG B?NH D??NG - TP.HCM,02838634833-35,A C??NG,Chi nh?nh HCM,Nguy?n T.Song Tuy?t,n/60,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157910,TH?NH PH?M N?I ??A,4901337,,S?i C?o H? 20c?i/t?i,20c?i/t?i,30,55000,55000,50925.926,1527777.78,122222.22,1650000,8,100,100,0,,?. T?ng-0389 233 968,3700341674-001,C? Ho? ??n,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,30,30,1650000,1650000,1650000,,
,No,General sales,?N S?NG 1ph30s,0000181315,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91-???NG S? 6-B?NH TR? ??NG-B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157927,TH?NH PH?M N?I ??A,3401080,,B?nh m? Hamburger,4 c?i/t?i,3820,2440,2440,2259.2593,8630370.37,690429.63,9320800,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,3820,0,0,9320800,9320800,,
,No,General sales,?N S?NG 1ph30s,0000181315,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91-???NG S? 6-B?NH TR? ??NG-B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157927,TH?NH PH?M N?I ??A,3401020,,B?nh m? sandwich ??i Loan,24 mi?ng/?,1176,1220,1220,1129.6296,1328444.44,106275.56,1434720,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,1176,0,0,1434720,1434720,,
,No,General sales,?N S?NG 1ph30s,0000181315,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91-???NG S? 6-B?NH TR? ??NG-B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157927,TH?NH PH?M N?I ??A,3401021,,B?nh m? t?i,10 mi?ng/t?i,1140,2440,2440,2259.2593,2575555.56,206044.44,2781600,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,1140,0,0,2781600,2781600,,
,No,General sales,?N S?NG 1ph30s,0000181315,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91-???NG S? 6-B?NH TR? ??NG-B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157927,TH?NH PH?M N?I ??A,3401022,,B?nh m? hotdog,4 c?i/t?i,540,2130,2130,1972.2222,1065000,85200,1150200,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,540,0,0,1150200,1150200,,
,No,General sales,中秋節/Trung Thu,0000181316,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,Kho ?P,,Kim Ph?ng,Kinh Doanh N?i ??a,Nguy?n Kim Ph?ng,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157925,Tp L? H?p Trung Thu,3502010,M201,L? H?p H?o H?ng 201,8 h?p/th?ng,1,349000,0,0,0,0,0,8,0,100,349000,,Kim Ph?ng,3700341674,Kh?ng Ho? ??n,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,1,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181316,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,Kho ?P,,Kim Ph?ng,Kinh Doanh N?i ??a,Nguy?n Kim Ph?ng,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157925,Tp L? H?p Trung Thu,3502014,M301,L? H?p ??c Bi?t 301,10 h?p/th?ng,1,472000,0,0,0,0,0,8,0,100,472000,,Kim Ph?ng,3700341674,Kh?ng Ho? ??n,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,1,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181316,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,Kho ?P,,Kim Ph?ng,Kinh Doanh N?i ??a,Nguy?n Kim Ph?ng,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157925,Tp L? H?p Trung Thu,3502027,M880,L? H?p Ho?ng Gia 880,8 h?p/ th?ng,1,673000,0,0,0,0,0,8,0,100,673000,,Kim Ph?ng,3700341674,Kh?ng Ho? ??n,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,1,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181316,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,Kho ?P,,Kim Ph?ng,Kinh Doanh N?i ??a,Nguy?n Kim Ph?ng,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157925,Tp L? H?p Trung Thu,3502026,M810,L? H?p Ho?ng Kim 810,8 h?p/th?ng,1,540000,0,0,0,0,0,8,0,100,540000,,Kim Ph?ng,3700341674,Kh?ng Ho? ??n,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,1,1,0,0,0,,
,No,General sales,大發嚴選/ DP Choice,0000181318,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,,02838634833-35,,CH Tone,,Chuy?n Kho?n,CH_Tone,CH_Tone,0000157928,HomeCook Tone,0407015,,BA CH? B? M? (KG),500g/t?i,0.52,208000,208000,198095.2308,103009.52,5150.48,108160,5,100,100,0,,,3700341674-001,C? Ho? ??n,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,0.52,108160,108160,108160,,
,No,General sales,大發嚴選/ DP Choice,0000181318,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,,02838634833-35,,CH Tone,,Chuy?n Kho?n,CH_Tone,CH_Tone,0000157928,HomeCook Tone,0407020,,TH?T TH?N N?I B? M? kho?ng 300g/t?i,300g/t?i,1.3,810000,810000,771428.5692,1002857.14,50142.86,1053000,5,100,100,0,,,3700341674-001,C? Ho? ??n,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,1.3,1053000,1053000,1053000,,
,No,General sales,大發嚴選/ DP Choice,0000181318,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,,02838634833-35,,CH Tone,,Chuy?n Kho?n,CH_Tone,CH_Tone,0000157928,HomeCook Tone,0407021,,TH?T TH?N NGO?I B? M? (KG),300g/t?i,0.91,600000,600000,571428.5714,520000,26000,546000,5,100,100,0,,,3700341674-001,C? Ho? ??n,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,0.91,546000,546000,546000,,
,No,General sales,中秋節/Trung Thu,0000181319,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,C?A H?NG D? AN,,,CH D? An,Nguy?n Th? B?ch Hoa,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157929,Kho Bao Bi?,2603086,,Catalogue Trung Thu Ti?ng Vi?t,KT: 20*20. 24 trang. C150. B?m kim,100,0,0,0,0,0,0,8,100,100,0,,C.NGOAN,3700341674,,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,100,100,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181320,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,C?A H?NG TH? D?U 1,,,CH Th? D?u M?t,Nguy?n Th? B?ch Hoa,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157931,Kho Bao Bi?,2603086,,Catalogue Trung Thu Ti?ng Vi?t,KT: 20*20. 24 trang. C150. B?m kim,50,0,0,0,0,0,0,8,100,100,0,,C.TR?M,3700341674,,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,50,50,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181321,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- P.12- Q.10.TP HCM,02838634833-35,,CH Tone,Hu?nh Th? Tuy?t Mai,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157932,Kho Bao Bi?,2603086,,Catalogue Trung Thu Ti?ng Vi?t,KT: 20*20. 24 trang. C150. B?m kim,100,0,0,0,0,0,0,8,100,100,0,,NH?N,3700341674-001,,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,100,100,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181322,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,575 Nguy?n Tr?i- P.7- Q.5-TP HCM,02838634833-35,,CH Nguy?n Tr?i,Hu?nh Th? Tuy?t Mai,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157933,Kho Bao Bi?,2603086,,Catalogue Trung Thu Ti?ng Vi?t,KT: 20*20. 24 trang. C150. B?m kim,100,0,0,0,0,0,0,8,100,100,0,,A.NH?N,3700341674-001,,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,100,100,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181323,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,C?A H?NG LM81,02838634833-35,,CH Landmark81,Hu?nh Th? Tuy?t Mai,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157934,Kho Bao Bi?,2603086,,Catalogue Trung Thu Ti?ng Vi?t,KT: 20*20. 24 trang. C150. B?m kim,50,0,0,0,0,0,0,8,100,100,0,,ly,3700341674-001,,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,50,50,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181324,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,CN ??I PH?T - 89-91 ???ng s? 6- P. B?nh Tr? ??ng B- Q. B?nh T?n- TP HCM,02838634833-35,,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157935,Kho Bao Bi?,2603086,,Catalogue Trung Thu Ti?ng Vi?t,KT: 20*20. 24 trang. C150. B?m kim,100,0,0,0,0,0,0,8,100,100,0,,0776 856 261 C. Ng?c,3700341674-001,,,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,100,100,0,0,0,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181328,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,VP l?u 3,,Allen,Kinh Doanh Qu?c T?,Nguy?n Th? Thu H?,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157951,Tp V?-C?i Trung Thu,0505081,,B?nh t? mochi tr?i th?m 35g (c?i),35g/ c?i,15,17000,0,0,0,0,0,8,0,100,255000,,Thu H?,3700341674,Kh?ng Ho? ??n,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,15,15,0,0,0,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181328,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,VP l?u 3,,Allen,Kinh Doanh Qu?c T?,Nguy?n Th? Thu H?,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157951,Tp V?-C?i Trung Thu,3001034,,B?nh t? tr?i th?m 30g,150 c?i/th?ng,15,17000,0,0,0,0,0,8,0,100,255000,,Thu H?,3700341674,Kh?ng Ho? ??n,,,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,15,15,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181329,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,KHO ??I PH?T - VP L?U 3,,PH??NG ANH,T? nh?n ??n,Tr?n Ph??ng Anh,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157955,Tp V?-C?i Trung Thu,0505087,,B?nh TTHK nh?n Th?p c?m T?m h?m X?t XO H?i s?n 187g,40 c?i/th?ng,1,0,0,0,0,0,0,8,100,100,0,,PH??NG ANH,3700341674,Kh?ng Ho? ??n,,PA15,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,1,1,0,0,0,,
Sub-total,,,,,,,,,,,,,,,,,,,,,,,11882.23,,,,298898387.1,23863094.9,322761482,,,,98239003.12,,,,,,,,0,,,,322761482,322761482,,
Total,,,,,,,,,,,,,,,,,,,,,,,11882.23,,,,298898387.1,23863094.9,322761482,,,,98239003.12,,,,,,,,0,,,,322761482,322761482,,
